Obj_name,PGC,EGIPS,RAJ2000,DEJ2000,Coord,max_prob
Obj_14279,1319218,EGIPS J204715.9+071945,311.8166096,7.3293995,J204715.99+071945.8,0.92
Obj_8878,1264395,EGIPS J124624.1+040945,191.6005032,4.1627425,J124624.12+040945.9,0.92
Obj_13973,786344,EGIPS J195936.3-244550,299.9013299,-24.7639954,J195936.32-244550.4,0.92
Obj_3507,2440782,EGIPS J054542.9+532536,86.4288488,53.426679,J054542.92+532536.0,0.92
Obj_9522,91287,EGIPS J132525.6+044600,201.35688,4.7667048,J132525.65+044600.1,0.92
Obj_5993,90947,EGIPS J094820.7+252004,147.0866236,25.3346199,J094820.79+252004.6,0.92
Obj_16172,214977,EGIPS J234102.0+474343,355.2584346,47.728626,J234102.02+474343.1,0.92
Obj_4434,3443666,EGIPS J075018.1+301743,117.5755478,30.2954222,J075018.13+301743.5,0.92
Obj_3506,786301,EGIPS J054541.8-244606,86.4244882,-24.7685286,J054541.88-244606.7,0.92
Obj_13562,       ,EGIPS J184738.8+681126,281.9119439,68.1908151,J184738.87+681126.9,0.92
Obj_10673,1725899,EGIPS J144215.3+250653,220.5640679,25.1149119,J144215.38+250653.7,0.92
Obj_2571,90674,EGIPS J032533.6+194545,51.3900328,19.7625287,J032533.61+194545.1,0.92
Obj_6614,2282636,EGIPS J103002.8+463118,157.5120077,46.5217726,J103002.88+463118.4,0.92
Obj_7645,1771878,EGIPS J113053.2+261929,172.721933,26.3247407,J113053.26+261929.1,0.92
Obj_9767,2491716,EGIPS J134221.0+550805,205.5875093,55.1349366,J134221.00+550805.8,0.92
Obj_14367,741897,EGIPS J205753.2-282515,314.4719568,-28.4209276,J205753.27-282515.3,0.92
Obj_13374,4667335,EGIPS J181639.3+202259,274.163974,20.383238,J181639.35+202259.7,0.92
Obj_13911,975673,EGIPS J194925.1-103829,297.3546018,-10.6416412,J194925.10-103829.9,0.92
Obj_7851,2066442,EGIPS J114251.5+353347,175.714748,35.5633236,J114251.54+353348.0,0.92
Obj_3363,1395231,EGIPS J051704.4+113244,79.2685361,11.5457164,J051704.45+113244.6,0.92
Obj_7273,1151284,EGIPS J111022.5-000736,167.5938854,-0.126938,J111022.53-000737.0,0.92
Obj_9426,2645868,EGIPS J131846.4+625432,199.6936369,62.908997,J131846.47+625432.4,0.92
Obj_11398,1218641,EGIPS J153731.5+021055,234.381631,2.1819894,J153731.59+021055.2,0.92
Obj_4471,1199419,EGIPS J075257.6+013520,118.2401942,1.5889714,J075257.65+013520.3,0.92
Obj_11038,54008,EGIPS J150742.4+065308,226.9269415,6.8858292,J150742.47+065309.0,0.92
Obj_3265,       ,EGIPS J050250.2+075851,75.7092671,7.980924,J050250.22+075851.3,0.92
Obj_1291,985605,EGIPS J013531.9-095114,23.8829608,-9.8539467,J013531.91-095114.2,0.92
Obj_15252,1310013,EGIPS J222724.5+065450,336.8524429,6.9139563,J222724.59+065450.2,0.92
Obj_15434,       ,EGIPS J224114.1+350355,340.3090925,35.0653112,J224114.18+350355.1,0.92
Obj_6978,1677142,EGIPS J105319.4+225053,163.3311394,22.8481532,J105319.47+225053.4,0.92
Obj_13001,       ,EGIPS J173746.3+114456,264.443152,11.7491296,J173746.36+114456.9,0.92
Obj_10217,91339,EGIPS J141131.8-110050,212.8828728,-11.0139495,J141131.89-110050.2,0.92
Obj_4562,2055614,EGIPS J075859.5+345120,119.7479887,34.8556289,J075859.52+345120.3,0.92
Obj_7298,3767238,EGIPS J111145.2-283531,167.9383573,-28.5919782,J111145.21-283531.1,0.92
Obj_7916,2308840,EGIPS J114634.2+480055,176.6428789,48.0154293,J114634.29+480055.5,0.92
Obj_14737,1640998,EGIPS J214305.0+210110,325.770961,21.0195081,J214305.03+210110.2,0.92
Obj_10885,884535,EGIPS J145709.1-172147,224.2883291,-17.3632404,J145709.20-172147.7,0.92
Obj_5025,3731493,EGIPS J083318.7+433807,128.3282239,43.6353329,J083318.77+433807.2,0.92
Obj_230,1268193,EGIPS J001800.2+042607,4.5009435,4.4355395,J001800.23+042607.9,0.92
Obj_8842,1356199,EGIPS J124401.5+085503,191.0062758,8.9175427,J124401.51+085503.2,0.92
Obj_14247,92612,EGIPS J204337.0-194203,310.9042803,-19.7010359,J204337.03-194203.7,0.92
Obj_5901,1681145,EGIPS J094130.5+230501,145.3771357,23.0838861,J094130.51+230502.0,0.92
Obj_680,       ,EGIPS J005024.8+102325,12.6034405,10.3904164,J005024.83+102325.5,0.92
Obj_15037,91730,EGIPS J220951.4+072547,332.4644733,7.4297482,J220951.47+072547.1,0.92
Obj_13286,1673257,EGIPS J180453.2+223720,271.222023,22.6224797,J180453.29+223720.9,0.92
Obj_7469,2461061,EGIPS J112021.2+540838,170.0884012,54.1440323,J112021.22+540838.5,0.92
Obj_8206,91167,EGIPS J120449.7+321543,181.2071665,32.262046,J120449.72+321543.4,0.92
Obj_90,832480,EGIPS J000653.7-210652,1.7241168,-21.1147111,J000653.79-210653.0,0.92
Obj_14338,892014,EGIPS J205504.3-165335,313.7679456,-16.8933066,J205504.31-165335.9,0.92
Obj_1181,144116,EGIPS J012607.2-033852,21.5300565,-3.6478317,J012607.21-033852.2,0.92
Obj_1845,9028,EGIPS J022230.0-003703,35.62503,-0.6175268,J022230.01-003703.1,0.92
Obj_7611,1038121,EGIPS J112858.2-055902,172.2425861,-5.9841435,J112858.22-055902.9,0.92
Obj_8950,1852109,EGIPS J125043.1+285901,192.6799817,28.9837902,J125043.20+285901.6,0.92
Obj_11938,4013305,EGIPS J161249.1+491954,243.2047558,49.3317008,J161249.14+491954.1,0.92
Obj_13805,4667440,EGIPS J193322.5+510611,293.3441415,51.1030681,J193322.59+510611.0,0.92
Obj_12025,91521,EGIPS J161824.3+335634,244.6013486,33.9429353,J161824.32+335634.6,0.92
Obj_13683,2198612,EGIPS J191132.0+422528,287.8835209,42.424468,J191132.05+422528.1,0.92
Obj_11689,1821529,EGIPS J155937.2+275513,239.9050895,27.9203319,J155937.22+275513.2,0.92
Obj_11013,1690850,EGIPS J150552.1+233802,226.4671582,23.6341502,J150552.12+233802.9,0.92
Obj_7830,845243,EGIPS J114114.8-201047,175.3118667,-20.1797895,J114114.85-201047.2,0.92
Obj_420,777496,EGIPS J003243.0-253358,8.1794492,-25.5663494,J003243.07-253358.9,0.92
Obj_7099,156148,EGIPS J110013.0-091521,165.0543471,-9.2560971,J110013.04-091521.9,0.92
Obj_2612,92028,EGIPS J032949.5-285057,52.4562679,-28.8492394,J032949.50-285057.3,0.92
Obj_5602,90909,EGIPS J091905.2+310613,139.7720528,31.1038053,J091905.29+310613.7,0.92
Obj_7344,91096,EGIPS J111402.7+283735,168.511616,28.6266014,J111402.79+283735.8,0.92
Obj_11200,54845,EGIPS J152155.1-250815,230.4796736,-25.1376572,J152155.12-250815.6,0.92
Obj_14431,       ,EGIPS J210509.5+132429,316.289999,13.4082287,J210509.60+132429.6,0.92
Obj_9824,983701,EGIPS J134600.9-095952,206.5038627,-9.9979713,J134600.93-095952.7,0.92
Obj_4958,1537491,EGIPS J082747.3+173752,126.947491,17.6313581,J082747.40+173752.9,0.92
Obj_1822,2155300,EGIPS J022012.2+394608,35.0510497,39.7688935,J022012.25+394608.0,0.92
Obj_10984,1598813,EGIPS J150409.8+193629,226.0411684,19.6081172,J150409.88+193629.2,0.92
Obj_9260,91259,EGIPS J130814.4+435529,197.0600861,43.9247322,J130814.42+435529.0,0.92
Obj_4607,5072285,EGIPS J080142.0+132056,120.4250479,13.3489512,J080142.01+132056.2,0.92
Obj_2175,1038320,EGIPS J024852.0-055807,42.2170186,-5.9687553,J024852.08-055807.5,0.92
Obj_14685,4667614,EGIPS J213703.2+302122,324.2635392,30.3562217,J213703.25+302122.4,0.92
Obj_4933,5083599,EGIPS J082554.7+114354,126.4781693,11.7317815,J082554.76+114354.4,0.92
Obj_2005,       ,EGIPS J023531.2+524908,38.8803012,52.8190293,J023531.27+524908.5,0.92
Obj_12477,       ,EGIPS J164948.7+131013,252.4529221,13.1704379,J164948.70+131013.6,0.92
Obj_10930,1738716,EGIPS J150014.2+252948,225.0593145,25.4966852,J150014.24+252948.1,0.92
Obj_5304,1365389,EGIPS J085507.3+092726,133.780477,9.4574274,J085507.31+092726.7,0.92
Obj_14155,       ,EGIPS J203128.6+101057,307.8694327,10.1825648,J203128.66+101057.2,0.92
Obj_1398,       ,EGIPS J014556.8+413722,26.4869248,41.6228216,J014556.86+413722.2,0.92
Obj_1520,988223,EGIPS J015612.2-093912,29.0508445,-9.6533662,J015612.20-093912.1,0.92
Obj_16367,1064219,EGIPS J235447.8-040007,358.6994906,-4.0019954,J235447.88-040007.2,0.92
Obj_11776,       ,EGIPS J160440.6+574308,241.1694815,57.7190078,J160440.68+574308.4,0.92
Obj_10822,1749227,EGIPS J145228.7+254617,223.1198171,25.7715265,J145228.76+254617.5,0.92
Obj_1905,1931301,EGIPS J022745.7+310532,36.940576,31.0922683,J022745.74+310532.2,0.92
Obj_11931,2534834,EGIPS J161242.1+562242,243.1755405,56.3783943,J161242.13+562242.2,0.92
Obj_12220,2786244,EGIPS J163059.1+820731,247.7463381,82.1253234,J163059.12+820731.2,0.91
Obj_16376,3992190,EGIPS J235507.5+042522,358.7816605,4.4229921,J235507.60+042522.8,0.91
Obj_10146,1364369,EGIPS J140641.6+092314,211.6733457,9.3872748,J140641.60+092314.2,0.91
Obj_13983,2591919,EGIPS J200159.2+593412,300.4967888,59.5702636,J200159.23+593412.9,0.91
Obj_404,1942,EGIPS J003149.4-264313,7.9558583,-26.7204265,J003149.41-264313.5,0.91
Obj_3688,90754,EGIPS J062551.9+533457,96.4664952,53.5826704,J062551.96+533457.6,0.91
Obj_453,1707497,EGIPS J003524.8+242652,8.8533783,24.4479548,J003524.81+242652.6,0.91
Obj_5417,857487,EGIPS J090524.3-191628,136.3513435,-19.2744708,J090524.32-191628.1,0.91
Obj_10695,92459,EGIPS J144344.5-211917,220.9358103,-21.3215166,J144344.59-211917.5,0.91
Obj_16192,1278937,EGIPS J234213.9+050918,355.5581043,5.1552058,J234213.95+050918.7,0.91
Obj_5470,4088010,EGIPS J090923.1+273711,137.3463836,27.6199333,J090923.13+273711.8,0.91
Obj_4673,22794,EGIPS J080719.8+243357,121.8328843,24.5660216,J080719.89+243357.7,0.91
Obj_13945,       ,EGIPS J195410.0+584758,298.5417671,58.7995213,J195410.02+584758.3,0.91
Obj_6526,1123631,EGIPS J102340.5-011405,155.9191492,-1.2347242,J102340.60-011405.0,0.91
Obj_2103,1158434,EGIPS J024352.5+000909,40.9691634,0.1527389,J024352.60+000909.9,0.91
Obj_5015,4009710,EGIPS J083224.1+430607,128.1007674,43.1022128,J083224.18+430608.0,0.91
Obj_14730,1692800,EGIPS J214207.9+234419,325.5332235,23.7386991,J214207.97+234419.3,0.91
Obj_12159,2689659,EGIPS J162717.7+663941,246.8237661,66.6614878,J162717.70+663941.4,0.91
Obj_8260,1842453,EGIPS J120804.9+284003,182.0207715,28.6676237,J120804.99+284003.4,0.91
Obj_12060,5072433,EGIPS J162041.4+105630,245.172804,10.9416907,J162041.47+105630.1,0.91
Obj_3778,       ,EGIPS J064237.3+284541,100.6555107,28.7614734,J064237.32+284541.3,0.91
Obj_4095,2277057,EGIPS J071624.6+461150,109.1025759,46.1974039,J071624.62+461150.7,0.91
Obj_554,90490,EGIPS J004056.1-015155,10.2341284,-1.8654617,J004056.19-015155.7,0.91
Obj_8621,1006946,EGIPS J122928.0-081132,187.3669117,-8.1922958,J122928.06-081132.3,0.91
Obj_4340,4667003,EGIPS J074110.1-043957,115.2924229,-4.6659856,J074110.18-043957.5,0.91
Obj_12157,1135618,EGIPS J162714.1-004502,246.8090802,-0.7505655,J162714.18-004502.0,0.91
Obj_7935,2093798,EGIPS J114743.0+370822,176.9293325,37.1397082,J114743.04+370822.9,0.91
Obj_2554,90673,EGIPS J032403.9+150609,51.0164321,15.102531,J032403.94+150609.1,0.91
Obj_14122,3924118,EGIPS J202747.9-105523,306.9498085,-10.9231604,J202747.95-105523.4,0.91
Obj_9684,184005,EGIPS J133537.6-292551,203.9068533,-29.4309715,J133537.64-292551.5,0.91
Obj_12687,2307603,EGIPS J170548.2+475717,256.4508796,47.9547763,J170548.21+475717.2,0.91
Obj_418,3335536,EGIPS J003239.0-005552,8.1628591,-0.9312083,J003239.09-005552.3,0.91
Obj_7303,3767316,EGIPS J111204.8+135734,168.0203361,13.9595617,J111204.88+135734.4,0.91
Obj_9447,       ,EGIPS J132010.6-084909,200.0441881,-8.81932,J132010.61-084909.6,0.91
Obj_2772,13884,EGIPS J034832.6+350900,57.1359122,35.1502181,J034832.62+350900.8,0.91
Obj_11911,57432,EGIPS J161132.8+331956,242.886703,33.3323055,J161132.81+331956.3,0.91
Obj_7041,91064,EGIPS J105658.7+094910,164.2449557,9.8196943,J105658.79+094910.9,0.91
Obj_12801,91589,EGIPS J171720.4+250719,259.3352979,25.1220025,J171720.47+250719.2,0.91
Obj_8578,40839,EGIPS J122722.0+105158,186.8420122,10.8663756,J122722.08+105159.0,0.91
Obj_5143,90867,EGIPS J084115.4+415816,130.3143226,41.9713744,J084115.44+415816.9,0.91
Obj_15779,1657890,EGIPS J230915.6+214902,347.3151877,21.8173557,J230915.65+214902.5,0.91
Obj_1772,91970,EGIPS J021706.7-270930,34.2782843,-27.1585907,J021706.79-270930.9,0.91
Obj_3992,2349419,EGIPS J070740.3+493917,106.9180053,49.6547448,J070740.32+493917.1,0.91
Obj_10635,1752189,EGIPS J143926.5+255052,219.8605664,25.8480202,J143926.54+255052.9,0.91
Obj_9493,2145401,EGIPS J132326.4+391219,200.8600149,39.2054646,J132326.40+391219.7,0.91
Obj_15444,1171335,EGIPS J224207.4+003812,340.5311138,0.6367828,J224207.47+003812.4,0.91
Obj_4548,1304688,EGIPS J075755.1+063825,119.4799726,6.6404858,J075755.19+063825.7,0.91
Obj_11941,1882811,EGIPS J161255.7+295441,243.2321123,29.9115324,J161255.71+295441.5,0.91
Obj_15998,1438338,EGIPS J232643.8+134238,351.6826253,13.7107898,J232643.83+134238.8,0.91
Obj_790,1190966,EGIPS J005834.1+011839,14.642343,1.3109443,J005834.16+011839.4,0.91
Obj_1428,90564,EGIPS J014822.3+335041,27.0933308,33.8447376,J014822.40+335041.1,0.91
Obj_12708,1369069,EGIPS J170758.8+094315,256.9950479,9.72096,J170758.81+094315.5,0.91
Obj_6648,91021,EGIPS J103141.9-165106,157.9247824,-16.8517108,J103141.95-165106.2,0.91
